"junction","presence_in_cells","total_UMI"
"chr4:42157144-42158661_S",0,0
"chr4:42158199-42158339_S",0,0
"chr4:42158199-42158358_S",0,0
"chr4:42181878-42184422_S",0,0
"chr4:42181878-42184441_S",0,0
"chr4:42181878-42203850_S",0,0
"chr4:42181878-42213171_S",0,0
"chr4:42181878-42256136_S",0,0
"chr4:42181878-42375090_S",0,0
"chr4:42181878-42543094_S",0,0
"chr4:42181878-42543138_S",0,0
"chr4:42181878-42545895_S",0,0
"chr4:42181878-42726109_S",0,0
"chr4:42181878-42726153_S",0,0
"chr4:42181878-42728895_S",0,0
"chr4:42181878-42829739_S",0,0
"chr4:42181878-42865017_S",0,0
"chr4:42187468-42349089_S",0,0
"chr4:42187468-42684627_S",0,0
"chr4:42249936-42250029_S",0,0
"chr4:42249936-42255921_S",0,0
"chr4:42250203-42253865_S",0,0
"chr4:42250203-42255921_S",0,0
"chr4:42250994-42251240_S",0,0
"chr4:42250994-42251242_S",0,0
"chr4:42294314-42294485_S",0,0
"chr4:42294314-42294524_S",0,0
"chr4:42294314-42303084_S",0,0
"chr4:42294585-42294698_S",0,0
"chr4:42294585-42303084_S",0,0
"chr4:42294585-42308897_S",0,0
"chr4:42300633-42301751_S",0,0
"chr4:42300633-42303226_S",0,0
"chr4:42300633-42446857_S",0,0
"chr4:42300633-42448332_S",0,0
"chr4:42439425-42439596_S",0,0
"chr4:42439425-42439635_S",0,0
"chr4:42439425-42448190_S",0,0
"chr4:42439425-42654204_S",0,0
"chr4:42439696-42439809_S",0,0
"chr4:42439696-42448190_S",0,0
"chr4:42439696-42454017_S",0,0
"chr4:42439696-42654222_S",0,0
"chr4:42445739-42446857_S",0,0
"chr4:42445739-42448332_S",0,0
"chr4:42445739-42458492_S",0,0
"chr4:42526902-42540498_S",0,0
"chr4:42526902-42723545_S",0,0
"chr4:42543297-42545895_S",0,0
"chr4:42543297-42728895_S",0,0
"chr4:42552071-42552366_S",0,0
"chr4:42552071-42552436_S",0,0
"chr4:42552071-42552462_S",0,0
"chr4:42606273-42606366_S",0,0
"chr4:42606273-42612349_S",0,0
"chr4:42651065-42651275_S",0,0
"chr4:42651065-42654204_S",0,0
"chr4:42651336-42651449_S",0,0
"chr4:42651336-42652878_S",0,0
"chr4:42651336-42654222_S",0,0
"chr4:42651336-42655498_S",0,0
"chr4:42652927-42654204_S",0,0
"chr4:42652927-42654222_S",0,0
"chr4:42652927-42654226_S",0,0
"chr4:42653053-42654144_S",0,0
"chr4:42653053-42654149_S",0,0
"chr4:42653053-42654204_S",0,0
"chr4:42653053-42654222_S",0,0
"chr4:42654303-42655517_S",0,0
"chr4:42654303-42655820_S",0,0
"chr4:42655358-42655498_S",0,0
"chr4:42655358-42655517_S",0,0
"chr4:42679037-42681581_S",0,0
"chr4:42679037-42681600_S",0,0
"chr4:42679037-42700997_S",0,0
"chr4:42679037-42710301_S",0,0
"chr4:42679037-42726109_S",0,0
"chr4:42679037-42726140_S",0,0
"chr4:42679037-42726153_S",0,0
"chr4:42679037-42726156_S",0,0
"chr4:42679037-42726247_S",0,0
"chr4:42679037-42760975_S",0,0
"chr4:42679037-42793045_S",0,0
"chr4:42679037-42865017_S",0,0
"chr4:42679294-42723499_S",0,0
"chr4:42679294-42859608_S",0,0
"chr4:42716142-42726140_S",0,0
"chr4:42716142-42728895_S",0,0
"chr4:42726312-42728895_S",0,0
"chr4:42726312-42865017_S",0,0
"chr4:42916830-42922559_S",0,0
"chr4:42916830-42922577_S",0,0
"chr4:42916830-42933615_S",0,0
"chr4:42917415-42922577_S",0,0
"chr4:42917415-42933615_S",0,0
"chr4:42933668-42933766_S",0,0
"chr4:42939602-42944819_S",0,0
"chr4:42950005-42950798_S",0,0
"chr4:42950743-42950815_S",0,0
"chr4:43029359-43029769_S",0,0
"chr4:43030299-43030435_S",0,0
"chr4:43037207-43039814_S",0,0
"chr4:43046244-43087902_S",0,0
"chr4:43046331-43051236_S",0,0
"chr4:43115161-43161442_S",0,0
"chr4:43115161-43165743_S",0,0
"chr4:43182860-43215451_S",0,0
"chr4:43495256-43495349_S",0,0
"chr4:43495433-43495582_S",0,0
"chr4:43732788-43746206_S",0,0
"chr4:44929236-44929580_S",0,0
"chr4:44995387-45011846_S",0,0
"chr4:45031499-45036249_S",0,0
"chr4:45105645-45106838_S",0,0
"chr4:45348220-45359760_S",0,0
"chr4:46061135-46083543_S",0,0
"chr4:46083664-46088176_S",0,0
"chr4:46097079-46099390_S",0,0
"chr4:46777415-46777609_S",0,0
"chr4:46777415-46777648_S",0,0
"chr4:46777415-46777707_S",0,0
"chr4:46777415-46777844_S",0,0
"chr4:46777415-46777946_S",0,0
"chr4:46777415-46778005_S",0,0
"chr4:46777415-46778045_S",0,0
"chr4:46777415-46778125_S",0,0
"chr4:46777423-46777578_S",0,0
"chr4:46777423-46778112_S",0,0
"chr4:46777517-46777632_S",0,0
"chr4:46777517-46778109_S",0,0
"chr4:46777533-46777648_S",0,0
"chr4:46777533-46777946_S",0,0
"chr4:46777533-46778045_S",0,0
"chr4:46777533-46778125_S",0,0
"chr4:46777553-46777648_S",0,0
"chr4:46777553-46777946_S",0,0
"chr4:46777553-46778005_S",0,0
"chr4:46777561-46777674_S",0,0
"chr4:46777561-46777733_S",0,0
"chr4:46777561-46777811_S",0,0
"chr4:46777561-46777831_S",0,0
"chr4:46777561-46777972_S",0,0
"chr4:46777561-46778112_S",0,0
"chr4:46777687-46777707_S",0,0
"chr4:46777687-46777844_S",0,0
"chr4:46777687-46777946_S",0,0
"chr4:46777687-46778005_S",0,0
"chr4:46777687-46778045_S",0,0
"chr4:46777687-46778125_S",0,0
"chr4:46777786-46777946_S",0,0
"chr4:46777786-46778005_S",0,0
"chr4:46777794-46777831_S",0,0
"chr4:46777794-46777972_S",0,0
"chr4:46777794-46778112_S",0,0
"chr4:46777946-46777985_S",0,0
"chr4:46777946-46778024_S",0,0
"chr4:46777946-46778105_S",0,0
"chr4:46777946-46778144_S",0,0
"chr4:46777946-46778165_S",0,0
"chr4:46777946-46778186_S",0,0
"chr4:46778005-46778144_S",0,0
"chr4:46778005-46778165_S",0,0
"chr4:48035858-48036086_S",0,0
"chr4:48035858-48036236_S",0,0
"chr4:48035858-48036345_S",0,0
"chr4:48035878-48036042_S",0,0
"chr4:48035878-48036192_S",0,0
"chr4:48035878-48036301_S",0,0
"chr4:48131950-48137655_S",0,0
"chr4:48196906-48236872_S",0,0
"chr4:48283356-48289210_S",0,0
"chr4:48467905-48468753_S",0,0
"chr4:48585642-48636839_S",0,0
"chr4:49633411-49637901_S",0,0
"chr4:49638808-49638924_S",0,0
"chr4:50101738-50191045_S",0,0
"chr4:50101738-50210395_S",0,0
"chr4:53153012-53375225_S",0,0
"chr4:53659635-53664182_S",0,0
"chr4:53659635-53679793_S",0,0
"chr4:55224235-55238924_S",0,0
"chr4:55224235-55289609_S",0,0
"chr4:55224235-55303890_S",0,0
"chr4:56833485-56862537_S",0,0
"chr4:56919236-56919361_S",0,0
"chr4:56919236-56919393_S",0,0
"chr4:56919236-56919487_S",0,0
"chr4:56919236-56919519_S",0,0
"chr4:57945213-57949965_S",0,0
"chr4:58803759-58805519_S",0,0
"chr4:58995284-59013631_S",0,0
"chr4:58995284-59017669_S",0,0
"chr4:59234351-59264873_S",0,0
"chr4:59234353-59264876_S",0,0
"chr4:59234353-59282604_S",0,0
"chr4:59412323-59420842_S",0,0
"chr4:59412323-59423994_S",0,0
"chr4:59412661-59423014_S",0,0
"chr4:59517033-59517135_S",0,0
"chr4:59517033-59517311_S",0,0
"chr4:59524477-59546148_S",0,0
"chr4:59546183-59549147_S",0,0
"chr4:59592319-59593236_S",0,0
"chr4:62123343-62126314_S",0,0
"chr4:62375819-62377014_S",0,0
"chr4:63463237-63464253_S",0,0
"chr4:63488331-63496037_S",0,0
"chr4:63488331-63498169_S",0,0
"chr4:65517352-65517536_S",0,0
"chr4:65517352-65517573_S",0,0
"chr4:65517352-65517647_S",0,0
"chr4:65517352-65517721_S",0,0
"chr4:65517352-65517832_S",0,0
"chr4:65517352-65517869_S",0,0
"chr4:65517352-65517943_S",0,0
"chr4:65517352-65517980_S",0,0
"chr4:65517352-65518017_S",0,0
"chr4:65517389-65517536_S",0,0
"chr4:65517389-65517647_S",0,0
"chr4:65517389-65517758_S",0,0
"chr4:65517389-65517795_S",0,0
"chr4:65517389-65517832_S",0,0
"chr4:65517389-65517980_S",0,0
"chr4:65517389-65518017_S",0,0
"chr4:65517426-65517462_S",0,0
"chr4:65517426-65517536_S",0,0
"chr4:65517426-65517647_S",0,0
"chr4:65517426-65517684_S",0,0
"chr4:65517426-65517758_S",0,0
"chr4:65517426-65517795_S",0,0
"chr4:65517426-65517832_S",0,0
"chr4:65517500-65517536_S",0,0
"chr4:65517500-65517647_S",0,0
"chr4:65517500-65517684_S",0,0
"chr4:65517500-65517832_S",0,0
"chr4:65517537-65517758_S",0,0
"chr4:65517574-65517684_S",0,0
"chr4:65517574-65517832_S",0,0
"chr4:65517574-65517943_S",0,0
"chr4:65517611-65517647_S",0,0
"chr4:65517611-65517721_S",0,0
"chr4:65517611-65517795_S",0,0
"chr4:65517611-65517832_S",0,0
"chr4:65517611-65517869_S",0,0
"chr4:65517611-65517943_S",0,0
"chr4:65517685-65517721_S",0,0
"chr4:65517685-65517795_S",0,0
"chr4:65517685-65517869_S",0,0
"chr4:65517685-65517943_S",0,0
"chr4:65517722-65517758_S",0,0
"chr4:65517722-65517795_S",0,0
"chr4:65517722-65517832_S",0,0
"chr4:65517722-65517943_S",0,0
"chr4:65517722-65517980_S",0,0
"chr4:65517759-65517795_S",0,0
"chr4:65517759-65517832_S",0,0
"chr4:65517759-65517869_S",0,0
"chr4:65517759-65517943_S",0,0
"chr4:71542343-71708632_S",0,0
"chr4:72076655-72081910_S",0,0
"chr4:73220727-73252209_S",0,0
"chr4:74189607-74216677_S",0,0
"chr4:74199249-74216677_S",0,0
"chr4:75968677-75972825_S",0,0
"chr4:76056811-76057530_S",0,0
"chr4:76056811-76058750_S",0,0
"chr4:76512543-76545113_S",0,0
"chr4:77223753-77276756_S",0,0
"chr4:77223753-77289594_S",0,0
"chr4:77288379-77372295_S",0,0
"chr4:77368295-77368396_S",0,0
"chr4:77368295-77368417_S",0,0
"chr4:77368295-77368426_S",0,0
"chr4:77372371-77375595_S",0,0
"chr4:77372371-77466646_S",0,0
"chr4:81247769-81251213_S",0,0
"chr4:81403792-81405369_S",0,0
"chr4:83167602-83170831_S",0,0
"chr4:83167602-83356189_S",0,0
"chr4:83337021-83353427_S",0,0
"chr4:83400771-83404511_S",0,0
"chr4:84924762-84927900_S",0,0
"chr4:86526228-86528048_S",0,0
"chr4:86991534-87094398_S",0,0
"chr4:87949942-87950788_S",0,0
"chr4:88279416-88294543_S",0,0
"chr4:88279416-88294967_S",0,0
"chr4:89135395-89174771_S",0,0
"chr4:91199901-91260136_S",0,0
"chr4:91542941-91543152_S",0,0
"chr4:91542941-91543364_S",0,0
"chr4:91542941-91543576_S",0,0
"chr4:91542941-91543788_S",0,0
"chr4:91543482-91543693_S",0,0
"chr4:91543482-91543905_S",0,0
"chr4:94409373-94439501_S",0,0
"chr4:94509822-94518545_S",0,0
"chr4:94509822-94587076_S",0,0
"chr4:94524073-94529049_S",0,0
"chr4:94543129-94546078_S",0,0
"chr4:94568298-94573862_S",0,0
"chr4:94863530-94864367_S",0,0
"chr4:95035438-95038356_S",0,0
"chr4:95398240-95398447_S",0,0
"chr4:95398240-95399071_S",0,0
"chr4:95485972-95489201_S",0,0
"chr4:95737914-95749473_S",0,0
"chr4:97457202-97457396_S",0,0
"chr4:97457516-97472784_S",0,0
"chr4:98812481-98816470_S",0,0
"chr4:99104199-99106261_S",0,0
"chr4:99639037-99641053_S",0,0
"chr4:99639037-99641109_S",0,0
"chr4:99733401-99733764_S",0,0
"chr4:99733401-99734045_S",0,0
"chr4:99733401-99734444_S",0,0
"chr4:99733905-99734045_S",0,0
"chr4:99733905-99734444_S",0,0
"chr4:99734011-99734045_S",0,0
"chr4:99734011-99734444_S",0,0
"chr4:99734222-99734374_S",0,0
"chr4:99734222-99734409_S",0,0
"chr4:99734222-99734444_S",0,0
"chr4:99734222-99734479_S",0,0
"chr4:99734222-99734514_S",0,0
"chr4:99734222-99734549_S",0,0
"chr4:101051061-101076497_S",0,0
"chr4:101224337-101256086_S",0,0
"chr4:101231521-101256086_S",0,0
"chr4:101277163-101304356_S",0,0
"chr4:101353961-101354457_S",0,0
"chr4:101353961-101361068_S",0,0
"chr4:102279018-102344407_S",0,0
"chr4:102717992-102720861_S",0,0
"chr4:102717992-102724836_S",0,0
"chr4:102727922-102766934_S",0,0
"chr4:102776053-102784657_S",0,0
"chr4:102917233-102929845_S",0,0
"chr4:103054576-103067725_S",0,0
"chr4:103420865-103421803_S",0,0
"chr4:104019148-104025344_S",0,0
"chr4:104137778-104141159_S",0,0
"chr4:104470465-104473043_S",0,0
"chr4:104536770-104538794_S",0,0
"chr4:105001930-105010477_S",0,0
"chr4:106173071-106174003_S",0,0
"chr4:106528946-106529024_S",0,0
"chr4:106531686-106533929_S",0,0
"chr4:106904468-106905743_S",0,0
"chr4:106952639-106965772_S",0,0
"chr4:106952639-107001727_S",0,0
"chr4:107034902-107036159_S",0,0
"chr4:107049741-107058058_S",0,0
"chr4:107111160-107130809_S",0,0
"chr4:107132489-107139649_S",0,0
"chr4:107196243-107209608_S",0,0
"chr4:107196243-107223082_S",0,0
"chr4:107198300-107207610_S",0,0
"chr4:107262015-107262053_S",0,0
"chr4:107262015-107262122_S",0,0
"chr4:107262015-107262167_S",0,0
"chr4:107262015-107262215_S",0,0
"chr4:107262021-107262095_S",0,0
"chr4:107262021-107262290_S",0,0
"chr4:107700542-107703435_S",0,0
"chr4:107704764-107708504_S",0,0
"chr4:107748719-107749151_S",0,0
"chr4:107748719-107749156_S",0,0
"chr4:107750609-107754067_S",0,0
"chr4:107752136-107753858_S",0,0
"chr4:107904867-107912635_S",0,0
"chr4:107904867-107928453_S",0,0
"chr4:108434286-108462787_S",0,0
"chr4:108535545-108544342_S",0,0
"chr4:108535545-108569853_S",0,0
"chr4:108581976-108590804_S",0,0
"chr4:108584743-108637218_S",0,0
"chr4:108959790-108965077_S",0,0
"chr4:108959790-108975091_S",0,0
"chr4:108959790-108990940_S",0,0
"chr4:109845642-109846480_S",0,0
"chr4:109845642-109865731_S",0,0
"chr4:110255103-110437247_S",0,0
"chr4:110812859-110855870_S",0,0
"chr4:111188477-111383780_S",0,0
"chr4:111513620-111514354_S",0,0
"chr4:115530177-115532559_S",0,0
"chr4:115530177-115536416_S",0,0
"chr4:115648483-115651049_S",0,0
"chr4:115648483-115652600_S",0,0
"chr4:115730504-115731816_S",0,0
"chr4:115924370-115927933_S",0,0
"chr4:115927117-115927864_S",0,0
"chr4:115927117-115932112_S",0,0
"chr4:115927222-115932112_S",0,0
"chr4:115981314-115994950_S",0,0
"chr4:115981314-115995902_S",0,0
"chr4:116013212-116013292_S",0,0
"chr4:116013212-116015089_S",0,0
"chr4:116187667-116190609_S",0,0
"chr4:116187667-116194618_S",0,0
"chr4:116456688-116456753_S",0,0
"chr4:116458991-116459922_S",0,0
"chr4:116486006-116487147_S",0,0
"chr4:116495046-116496157_S",0,0
"chr4:116495046-116497006_S",0,0
"chr4:116495246-116497006_S",0,0
"chr4:116499175-116508535_S",0,0
"chr4:116505531-116526851_S",0,0
"chr4:116505531-116533779_S",0,0
"chr4:116523702-116528978_S",0,0
"chr4:116523702-116538376_S",0,0
"chr4:116532771-116545027_S",0,0
"chr4:116532771-116627557_S",0,0
"chr4:116608424-116628996_S",0,0
"chr4:116608424-116649284_S",0,0
"chr4:116871285-116887587_S",0,0
"chr4:116871285-116912027_S",0,0
"chr4:116938859-116941865_S",0,0
"chr4:117011185-117011834_S",0,0
"chr4:117012305-117012544_S",0,0
"chr4:117143170-117145512_S",0,0
"chr4:117143170-117145559_S",0,0
"chr4:117146266-117146395_S",0,0
"chr4:117450360-117531387_S",0,0
"chr4:117741839-117743264_S",0,0
"chr4:117742492-117743000_S",0,0
"chr4:117743836-117744468_S",0,0
"chr4:117751855-117752408_S",0,0
"chr4:117751855-117752759_S",0,0
"chr4:117752827-117754964_S",0,0
"chr4:117752827-117757845_S",0,0
"chr4:117764193-117764216_S",0,0
"chr4:117764193-117764312_S",0,0
"chr4:117764193-117764360_S",0,0
"chr4:117764241-117764312_S",0,0
"chr4:117764241-117764360_S",0,0
"chr4:117793374-117931762_S",0,0
"chr4:117793374-117932129_S",0,0
"chr4:117793374-117951132_S",0,0
"chr4:117793392-117796072_S",0,0
"chr4:117793392-117810875_S",0,0
"chr4:117964891-117991930_S",0,0
"chr4:118034774-118037089_S",0,0
"chr4:118083769-118085015_S",0,0
"chr4:118083769-118087891_S",0,0
"chr4:118106207-118109272_S",0,0
"chr4:118106207-118114685_S",0,0
"chr4:118118934-118119462_S",0,0
"chr4:118260889-118261043_S",0,0
"chr4:118260889-118261287_S",0,0
"chr4:118260889-118261345_S",0,0
"chr4:118260889-118261376_S",0,0
"chr4:118260889-118261682_S",0,0
"chr4:118260889-118261740_S",0,0
"chr4:118260951-118261345_S",0,0
"chr4:118260951-118261740_S",0,0
"chr4:118260951-118261864_S",0,0
"chr4:118261075-118261260_S",0,0
"chr4:118261075-118261287_S",0,0
"chr4:118261075-118261655_S",0,0
"chr4:118261075-118261682_S",0,0
"chr4:118261075-118261802_S",0,0
"chr4:118261137-118261167_S",0,0
"chr4:118261137-118261562_S",0,0
"chr4:118261288-118261376_S",0,0
"chr4:118261288-118261771_S",0,0
"chr4:118261288-118261895_S",0,0
"chr4:118261319-118261562_S",0,0
"chr4:118261319-118261655_S",0,0
"chr4:118261319-118261682_S",0,0
"chr4:118261319-118261802_S",0,0
"chr4:118261377-118261562_S",0,0
"chr4:118261377-118261624_S",0,0
"chr4:118261377-118261802_S",0,0
"chr4:118261439-118261500_S",0,0
"chr4:118261683-118261771_S",0,0
"chr4:118261683-118261895_S",0,0
"chr4:118261772-118261802_S",0,0
"chr4:118261772-118261895_S",0,0
"chr4:119135565-119142305_S",0,0
"chr4:119157381-119167493_S",0,0
"chr4:119157381-119167955_S",0,0
"chr4:119168770-119168910_S",0,0
"chr4:119248194-119250753_S",0,0
"chr4:119391007-119392270_S",0,0
"chr4:119391007-119395804_S",0,0
"chr4:119459690-119467186_S",0,0
"chr4:119477971-119514916_S",0,0
"chr4:119477971-119524724_S",0,0
"chr4:119477971-119527591_S",0,0
"chr4:119865809-119868298_S",0,0
"chr4:119865809-119868941_S",0,0
"chr4:120310973-120319209_S",0,0
"chr4:120310973-120320271_S",0,0
"chr4:120622570-120625289_S",0,0
"chr4:121028018-121039802_S",0,0
"chr4:122740368-122858040_S",0,0
"chr4:122740368-122979645_S",0,0
"chr4:122742329-122742398_S",0,0
"chr4:122942674-122942944_S",0,0
"chr4:122942674-122943269_S",0,0
"chr4:122943348-122945858_S",0,0
"chr4:123029471-123030633_S",0,0
"chr4:123029471-123030664_S",0,0
"chr4:123261831-123262613_S",0,0
"chr4:123437328-123526042_S",0,0
"chr4:123437328-123571862_S",0,0
"chr4:123544474-123562348_S",0,0
"chr4:123544474-123571862_S",0,0
"chr4:123803496-123803629_S",0,0
"chr4:123803496-123803639_S",0,0
"chr4:123920321-124082385_S",0,0
"chr4:123920321-124082388_S",0,0
"chr4:124584295-124759444_S",0,0
"chr4:124584295-124766068_S",0,0
"chr4:124639976-124645104_S",0,0
"chr4:124811246-124811469_S",0,0
"chr4:124811246-124811487_S",0,0
"chr4:124929103-124934729_S",0,0
"chr4:124983756-124983898_S",0,0
"chr4:125001340-125001444_S",0,0
"chr4:125001340-125003474_S",0,0
"chr4:125398086-125398692_S",0,0
"chr4:125398086-125398708_S",0,0
"chr4:125398153-125398312_S",0,0
"chr4:125398153-125398676_S",0,0
"chr4:125398164-125398692_S",0,0
"chr4:125398170-125398676_S",0,0
"chr4:125398170-125398698_S",0,0
"chr4:125398174-125398692_S",0,0
"chr4:125398174-125398708_S",0,0
"chr4:125784527-125786974_S",0,0
"chr4:125944322-125944406_S",0,0
"chr4:125952586-125958742_S",0,0
"chr4:126013455-126029653_S",0,0
"chr4:126013455-126038419_S",0,0
"chr4:126074608-126096362_S",0,0
"chr4:126080382-126094738_S",0,0
"chr4:126131072-126133824_S",0,0
"chr4:126132426-126133824_S",0,0
"chr4:126243428-126282744_S",0,0
"chr4:126243428-126283427_S",0,0
"chr4:126270835-126286263_S",0,0
"chr4:126308133-126308392_S",0,0
"chr4:126308133-126308448_S",0,0
"chr4:126308253-126308376_S",0,0
"chr4:126308253-126308432_S",0,0
"chr4:126409768-126413983_S",0,0
"chr4:126503806-126505468_S",0,0
"chr4:126503806-126505473_S",0,0
"chr4:126571639-126599850_S",0,0
"chr4:126580893-126582006_S",0,0
"chr4:126600014-126601327_S",0,0
"chr4:126601397-126601491_S",0,0
"chr4:126601397-126603277_S",0,0
"chr4:126822951-126857993_S",0,0
"chr4:126822951-126859936_S",0,0
"chr4:126842273-126860304_S",0,0
"chr4:126916014-126919647_S",0,0
"chr4:126930443-126932888_S",0,0
"chr4:126930443-126948539_S",0,0
"chr4:126930789-126939234_S",0,0
"chr4:126945219-126947768_S",0,0
"chr4:126945219-126954788_S",0,0
"chr4:126982348-126982917_S",0,0
"chr4:126982348-126986704_S",0,0
"chr4:127128853-127129210_S",0,0
"chr4:128159714-128160190_S",0,0
"chr4:128159714-128160292_S",0,0
"chr4:128446548-128448647_S",0,0
"chr4:128635928-128656352_S",0,0
"chr4:128635928-128665500_S",0,0
"chr4:128684107-128688643_S",0,0
"chr4:128684107-128699211_S",0,0
"chr4:128684107-128699804_S",0,0
"chr4:128844566-128853576_S",0,0
"chr4:128844566-128855155_S",0,0
"chr4:129005566-129049334_S",0,0
"chr4:129228438-129228717_S",0,0
"chr4:129230487-129250571_S",0,0
"chr4:129230487-129260536_S",0,0
"chr4:129230487-129315478_S",0,0
"chr4:129230487-129422995_S",0,0
"chr4:129238042-129240603_S",0,0
"chr4:129280438-129306074_S",0,0
"chr4:129280438-129352695_S",0,0
"chr4:129495327-129495662_S",0,0
"chr4:129495327-129495987_S",0,0
"chr4:129496055-129496174_S",0,0
"chr4:129500973-129501999_S",0,0
"chr4:129500973-129502106_S",0,0
"chr4:129501308-129517429_S",0,0
"chr4:129501398-129501809_S",0,0
"chr4:129501398-129513616_S",0,0
"chr4:129516996-129517429_S",0,0
"chr4:129554112-129568436_S",0,0
"chr4:129554112-129588465_S",0,0
"chr4:129561636-129567880_S",0,0
"chr4:129561636-129578851_S",0,0
"chr4:129574753-129585063_S",0,0
"chr4:129656156-129662844_S",0,0
"chr4:129656156-129698317_S",0,0
"chr4:129855074-129861067_S",0,0
"chr4:129898902-129900544_S",0,0
"chr4:129915048-129915358_S",0,0
"chr4:130223468-130253668_S",0,0
"chr4:130230963-130232205_S",0,0
"chr4:130232378-130253623_S",0,0
"chr4:130428422-130468773_S",0,0
"chr4:130468868-130471000_S",0,0
"chr4:131570990-131571105_S",0,0
"chr4:131734733-131802512_S",0,0
"chr4:131865764-131892738_S",0,0
"chr4:131865764-131909479_S",0,0
"chr4:132001799-132003933_S",0,0
"chr4:132010357-132019173_S",0,0
"chr4:132037215-132038144_S",0,0
"chr4:132039318-132041515_S",0,0
"chr4:132053357-132055779_S",0,0
"chr4:132065222-132065361_S",0,0
"chr4:132240485-132241830_S",0,0
"chr4:132262975-132269092_S",0,0
"chr4:132265600-132271366_S",0,0
"chr4:132269150-132271320_S",0,0
"chr4:132277780-132280327_S",0,0
"chr4:132513846-132521039_S",0,0
"chr4:132513846-132526382_S",0,0
"chr4:132568016-132584610_S",0,0
"chr4:132590608-132598898_S",0,0
"chr4:132631345-132640979_S",0,0
"chr4:132635218-132636501_S",0,0
"chr4:132635218-132647170_S",0,0
"chr4:132648103-132649424_S",0,0
"chr4:132654081-132661057_S",0,0
"chr4:132654081-132685551_S",0,0
"chr4:132823449-132823487_S",0,0
"chr4:132823449-132828667_S",0,0
"chr4:132828099-132828654_S",0,0
"chr4:132828099-132828779_S",0,0
"chr4:132949088-132949479_S",0,0
"chr4:132949088-132950913_S",0,0
"chr4:132951059-132951305_S",0,0
"chr4:132951059-132951742_S",0,0
"chr4:132951059-132954650_S",0,0
"chr4:132951059-132956157_S",0,0
"chr4:132997121-132997980_S",0,0
"chr4:132997121-133004841_S",0,0
"chr4:133034518-133056791_S",0,0
"chr4:133034518-133115968_S",0,0
"chr4:133146855-133147235_S",0,0
"chr4:133146855-133147257_S",0,0
"chr4:133302522-133305240_S",0,0
"chr4:133500427-133507930_S",0,0
"chr4:133500427-133511597_S",0,0
"chr4:133508810-133509717_S",0,0
"chr4:133508810-133509986_S",0,0
"chr4:133529481-133545049_S",0,0
"chr4:133529481-133561919_S",0,0
"chr4:133577275-133583880_S",0,0
"chr4:133577275-133673082_S",0,0
"chr4:133577275-133723968_S",0,0
